Country Name,Country Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Russian Federation,RUS,71.1834146341463,71.6512195121951,72.4514634146342,72.6621951219512,73.0839024390244,71.3387804878049,69.900243902439,72.5456097560976,
Rwanda,RWA,65.298,65.737,65.941,66.251,66.437,66.774,66.072,67.129,
South Asia,SAS,69.1324736517293,69.5972508271398,69.9669332766067,70.2400079461258,70.4582926588661,69.7336736654351,67.5674425618231,68.1474413137902,
Saudi Arabia,SAU,76.918,77.064,77.16,77.212,77.304,76.239,76.936,77.905,
Sudan,SDN,64.659,64.78,65.445,65.681,65.876,65.614,65.267,65.578,
Senegal,SEN,66.879,67.497,67.75,68.097,68.526,68.006,67.093,67.913,
Singapore,SGP,82.7439024390244,82.8463414634146,83.0951219512195,83.2975609756098,83.5951219512195,83.5439024390244,83.0926829268293,82.8951219512195,
Solomon Islands,SLB,69.583,69.801,69.988,70.173,70.382,70.199,70.348,70.742,
Sierra Leone,SLE,57.189,58.404,58.652,59.796,60.255,59.763,60.062,60.411,
El Salvador,SLV,71.814,72.025,72.311,72.555,72.559,71.061,70.748,71.475,
Somalia,SOM,54.857,55.044,55.654,56.375,57.078,55.967,55.28,56.107,
Serbia,SRB,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,75.9365853658537,74.4780487804878,72.780487804878,75.4821951219512,
Sub-Saharan Africa (excluding high income),SSA,59.5220791189745,60.0258708215987,60.4363221585495,60.8249960142519,61.2099327930725,60.820253949348,60.2179675246604,60.7428523816943,
South Sudan,SSD,55.566,55.544,55.309,55.95,55.912,55.48,54.975,55.567,
Sub-Saharan Africa,SSF,59.5234252115263,60.0271553242519,60.4375513983323,60.826043528271,61.2110327116347,60.8216366383642,60.2190585730974,60.7441305312973,
Small states,SST,71.7298652594865,72.0596837789878,72.418736154973,72.6248947719198,72.7349734717726,72.5314173255443,71.6576934341937,72.1830686819043,
Sao Tome and Principe,STP,67.249,67.492,68.267,68.355,68.523,67.785,67.591,68.794,
Suriname,SUR,70.8,71.592,72.417,72.553,72.242,72.561,70.274,70.289,
Slovak Republic,SVK,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,77.6658536585366,76.8658536585366,74.6146341463415,77.0658536585366,
Slovenia,SVN,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,81.5292682926829,80.5317073170732,80.6756097560976,81.2829268292683,
Sweden,SWE,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,83.109756097561,82.3560975609756,83.0560975609756,83.109756097561,
Eswatini,SWZ,55.019,56.659,57.895,59.411,60.549,59.692,57.066,56.36,
Sint Maarten (Dutch part),SXM,76.954,76.598,75.03,75.131,75.437,74.584,73.972,74.409,
Seychelles,SYC,74.2951219512195,74.309756097561,74.3,72.8414634146341,74.0463414634146,77.2365853658537,73.3975609756097,73.8487804878049,
Syrian Arab Republic,SYR,65.124,65.993,68.481,70.145,71.822,72.14,72.063,72.3,
Turks and Caicos Islands,TCA,76.912,76.864,76.702,76.443,75.326,75.001,74.587,74.925,
Chad,TCD,51.589,52.083,52.308,52.825,53.259,52.777,52.525,52.997,
East Asia & Pacific (IDA & IBRD countries),TEA,75.1411643130826,75.3423751612976,75.4057549374554,75.8258469794039,76.027482558625,75.9591028350983,75.5608849842264,76.1999855810352,
Europe & Central Asia (IDA & IBRD countries),TEC,73.1189194474154,73.4341863664895,73.860189712581,74.0283996396025,74.3227900511074,72.6811063424917,71.9994078653095,73.9137208375535,
Togo,TGO,59.396,59.55,60.154,60.244,60.901,61.035,61.619,61.588,
Thailand,THA,77.717,78.049,78.394,78.662,78.975,79.274,78.715,79.68,
Tajikistan,TJK,69.306,69.549,69.905,70.353,70.867,67.994,71.594,71.288,
Turkmenistan,TKM,68.782,68.777,68.916,68.796,69.002,68.687,69.264,69.41,
