Country,Year,GDP_per_capita,Education_Attainment,Life_Expectancy,Unemployment_Rate,Happiness Score
georgia,2023,8283.66960242964,34.5390701293945,,11.537,5.185
germany,2015,41911.0109851054,24.7399997711182,80.6414634146341,4.612,6.994
germany,2016,42961.0356905775,25.5799999237061,80.990243902439,4.104,6.951
germany,2017,45526.5999576533,25.8552474975586,80.9926829268293,3.781,6.965
germany,2018,48874.8595028454,25.1499996185303,80.8926829268293,3.384,6.985
germany,2019,47623.8656074829,27.0112819671631,81.2926829268293,3.163,7.0757999420166
germany,2020,47379.765194548,28.3500003814697,81.0414634146342,3.881,7.155
germany,2021,52265.6541620571,29.0407466888428,80.790243902439,3.594,7.034
germany,2022,49686.1154582583,29.2060985565186,80.7056097560976,3.12,6.892
germany,2023,54343.2265084958,,,3.068,6.719
ghana,2015,1721.69964380717,4.72734594345093,63.175,6.806,4.276
ghana,2016,1913.18673253576,,63.89,5.232,4.12
ghana,2017,2012.97025750655,3.49149990081787,64.013,3.369,4.657
ghana,2018,2196.61290615342,,64.122,3.253,4.996
ghana,2019,2186.18924111824,,64.74,3.16,5.14799976348877
ghana,2020,2196.54789313621,,64.114,3.313,5.088
ghana,2021,2445.50081810782,,63.795,3.384,4.872
ghana,2022,2240.27945094566,6.22969007492065,63.945,3.084,4.605
ghana,2023,2260.28741289427,,,3.063,4.289
greece,2015,17980.7298238137,22.9300003051758,81.0365853658537,24.981,5.033
greece,2016,17919.2426377048,20.1399993896484,81.3878048780488,23.514,5.227
greece,2017,18631.9930129293,23.5572547912598,81.2878048780488,21.413,5.358
greece,2018,19873.4015238771,24.1726455688477,81.7878048780488,19.179,5.287
greece,2019,19335.3602002969,24.4034461975098,81.6390243902439,17.045,5.5149998664856
greece,2020,17886.733165236,26.0400009155273,81.2878048780488,15.899,5.723
greece,2021,20654.7001960815,28.1758575439453,80.0829268292683,14.656,5.948
greece,2022,20971.8349258283,28.9304580688477,80.6365853658537,12.426,5.931
greece,2023,23400.7278817691,,81.6,11.066,5.934
guatemala,2015,3893.50521848131,3.78042006492615,72.103,2.506,6.324
guatemala,2016,4060.13755621218,,72.355,2.583,6.454
guatemala,2017,4324.99607911366,,72.551,2.462,6.382
guatemala,2018,4352.94651790253,,72.726,2.283,6.436
guatemala,2019,4511.99755157656,4.32000017166138,73.129,2.193,6.39890003204346
guatemala,2020,4477.61761796418,,71.797,2.955,6.435
guatemala,2021,4913.94712869347,,69.237,2.174,6.262
guatemala,2022,5358.08963795,5.68784999847412,68.674,3.051,6.15
guatemala,2023,5762.82174615918,4.16229772567749,,2.344,6.287
guinea,2015,747.356966759448,,58.134,5.224,3.607
guinea,2016,711.996509782316,7.1741099357605,58.763,5.013,3.507
guinea,2017,833.598621691121,,59.109,4.826,3.964
guinea,2018,933.273615633705,6.21000003814697,59.349,4.787,4.534
guinea,2019,1031.34146480732,22.7037582397461,59.72,5.018,4.94929981231689
guinea,2020,1053.66097696415,,59.327,6.018,4.984
guinea,2021,1244.96550477914,,58.892,5.827,4.891
guinea,2022,1416.59612011764,,58.985,5.267,5.072
guinea,2023,1541.04050914957,,,5.244,5.023
haiti,2015,1411.12684746796,,63.237,13.724,4.028
haiti,2016,1318.40268167953,,63.392,13.852,3.603
haiti,2017,1395.23945184461,4.53101015090942,63.854,13.881,3.582
haiti,2018,1496.38048970156,,64.019,13.878,3.597
haiti,2019,1352.17204191532,,64.255,14.057,3.72079992294312
haiti,2020,1290.32538667383,,64.052,15.546,3.615
honduras,2015,2271.20265980349,9.35000038146973,72.487,6.147,4.871
honduras,2016,2307.34468351082,10.5,72.588,6.727,5.181
honduras,2017,2413.0076562942,5.9344277381897,72.692,5.528,5.504
honduras,2018,2464.64241531918,9.57999992370605,72.814,5.648,5.86
honduras,2019,2502.32744328073,9.63000011444092,72.881,5.698,5.95319986343384
honduras,2020,2307.61494319511,,71.462,10.982,5.919
honduras,2021,2735.14751503977,,70.123,8.506,6.022
honduras,2022,3003.28996826399,,70.728,8.774,6.023
honduras,2023,3231.65724461936,,,6.07,5.968
hungary,2015,12717.038597002,20.6700000762939,75.5682926829269,6.813,5.145
hungary,2016,13104.6995457458,20.4099998474121,76.0634146341464,5.115,5.324
hungary,2017,14621.2395956755,20.772331237793,75.8170731707317,4.156,5.62
hungary,2018,16425.2050299693,21.7858905792236,76.0658536585366,3.708,5.758
hungary,2019,16786.2136399075,22.5712108612061,76.3195121951219,3.419,6.00040006637573
hungary,2020,16131.9540355923,24.0799999237061,75.5682926829269,4.25,5.992
hungary,2021,18755.1023464312,25.8177375793457,74.1634146341463,4.045,6.086
hungary,2022,18353.298364905,26.128345489502,76.0170731707317,3.609,6.041
hungary,2023,22141.8669799276,,76.9,4.107,6.017
iceland,2015,52951.6815110898,32.3081283569336,82.4682926829268,3.979,7.501
iceland,2016,61987.9263620283,34.9200897216797,82.2048780487805,2.978,7.504
iceland,2017,72010.1490316258,36.9775695800781,82.6609756097561,2.742,7.495
iceland,2018,74452.1890731447,38.9894828796387,82.8609756097561,2.704,7.494
iceland,2019,68452.23622306,36.1399993896484,83.1634146341463,3.507,7.50449991226196
iceland,2020,59023.5663465778,36.6199989318848,83.0634146341463,5.478,7.554
iceland,2021,69325.9078287926,34.156925201416,83.1658536585366,6.029,7.557
iceland,2022,75314.085560994,34.2301330566406,82.1707317073171,3.789,7.53
iceland,2023,79636.9548578508,,82.6,3.518,7.525
india,2015,1583.99815907985,,69.636,7.631,4.404
india,2016,1707.50892912243,10.1431703567505,70.117,7.601,4.315
india,2017,1950.10468280866,,70.467,7.618,4.19
india,2018,1966.25455171679,10.7799997329712,70.71,7.652,4.015
india,2019,2041.42863698585,12.0160398483276,70.91,6.51,3.57329988479614
india,2020,1907.04251637669,12.2200002670288,70.15,7.859,3.819
india,2021,2239.61384367482,,67.24,6.38,3.777
india,2022,2352.61392452078,12.1400003433228,67.744,4.822,4.036
india,2023,2480.79208721621,13.2299995422363,,4.172,4.054
indonesia,2015,3288.22269737572,8.47999954223633,69.699,4.514,5.314
indonesia,2016,3521.46943456251,8.78999996185303,69.798,4.301,5.262
indonesia,2017,3798.88326177649,8.23369979858398,69.936,3.783,5.093
indonesia,2018,3860.95353077708,9.36999988555908,70.338,4.387,5.192
indonesia,2019,4106.94856173421,8.78998947143555,70.518,3.59,5.28560018539429
indonesia,2020,3853.70288778903,10.5200004577637,68.808,4.255,5.345
indonesia,2021,4287.17313989405,9.48564147949219,67.57,3.827,5.24
indonesia,2022,4730.74548910499,9.48062133789062,68.25,3.462,5.277
indonesia,2023,4876.31432703188,9.32683753967285,,3.308,5.568
"iran, islamic rep.",2015,4952.73355532178,3.10728645324707,75.124,11.166,4.813
"iran, islamic rep.",2016,5477.03712389913,18.1800003051758,75.6,12.618,4.692
"iran, islamic rep.",2017,5753.11544659399,0.0,75.971,12.232,4.707
"iran, islamic rep.",2018,4631.78709016514,16.8688163757324,76.195,12.195,4.548
"iran, islamic rep.",2019,3831.27894763337,17.3763217926025,76.103,10.74,4.67239999771118
"iran, islamic rep.",2020,2988.78122414716,17.3704242706299,74.832,9.687,4.721
"iran, islamic rep.",2021,4334.79268631354,17.7855739593506,73.875,9.282,4.888
"iran, islamic rep.",2022,4405.09291519791,18.2504196166992,74.556,9.085,4.876
"iran, islamic rep.",2023,4465.63766994952,,,9.041,4.923
iraq,2015,4440.14189252367,,69.44,10.842,4.575
iraq,2016,4334.42096404188,,68.988,10.82,4.497
iraq,2017,4759.2846435467,,70.413,13.02,4.456
iraq,2018,5646.68932074742,10.4068899154663,71.514,13.49,4.437
iraq,2019,5671.8568632942,,71.576,14.109,4.78480005264282
iraq,2020,4295.18945121228,,69.123,15.778,4.854
iraq,2021,4868.49431080783,10.9389886856079,70.378,16.173,4.941
iraq,2022,6504.12428393548,,71.336,15.511,4.941
iraq,2023,5565.12644647176,,,15.447,5.166
ireland,2015,64311.8234684057,31.0062866210938,81.4536585365854,9.908,6.907
ireland,2016,64292.659966313,31.5917129516602,81.6536585365854,8.374,6.977
ireland,2017,72499.3268743015,31.1599998474121,82.1560975609756,6.713,6.977
ireland,2018,81248.3135388,34.9246406555176,82.2048780487805,5.741,7.021
ireland,2019,82508.4659883582,35.1964340209961,82.7024390243903,4.95,7.09369993209839
ireland,2020,87567.1148972037,36.9319190979004,82.5560975609756,5.623,7.085
ireland,2021,105561.137468992,37.7408866882324,82.3536585365854,6.364,7.041
ireland,2022,106194.755859223,37.2724380493164,83.0560975609756,4.501,6.911
ireland,2023,103887.800388081,,,4.288,6.838
israel,2015,36123.9907881129,33.2099990844727,82.0512195121951,5.176,7.267
israel,2016,37556.6272863143,33.9819717407227,82.4073170731707,4.723,7.213
israel,2017,40997.9110240274,34.8950538635254,82.5512195121951,4.14,7.19
israel,2018,42233.2610344935,35.7983818054199,82.8024390243903,3.917,7.139
israel,2019,44140.8289372511,36.2310218811035,82.8048780487805,3.731,7.12860012054443
israel,2020,44679.7715799755,36.5067901611328,82.6487804878049,4.169,7.157
israel,2021,52255.6159050999,37.2001266479492,82.5,4.812,7.364
israel,2022,54930.7261602593,38.054126739502,82.7,3.695,7.473
israel,2023,52642.4267486308,,,3.596,7.341
italy,2015,30387.1293187854,14.499436378479,82.5439024390244,11.896,5.977
italy,2016,31126.3246947273,14.6699409484863,83.2439024390244,11.688,5.964
italy,2017,32554.14668453,15.5496873855591,82.9463414634147,11.211,6.0
italy,2018,34746.3441392416,16.1499462127686,83.3463414634146,10.61,6.223
italy,2019,33812.788724868,16.4097290039062,83.4975609756098,9.951,6.38740015029907
italy,2020,32091.4866621366,16.5499992370605,82.1951219512195,9.164,6.483
italy,2021,36852.5425414951,16.2955207824707,82.6463414634146,9.497,6.467
italy,2022,35635.7442204098,16.4901714324951,82.9,8.069,6.405
italy,2023,39003.3160954123,,83.8,7.627,6.324
jamaica,2015,5062.89556466908,,72.394,8.825,5.51
jamaica,2016,5009.79450059092,,72.02,8.634,5.311
jamaica,2017,5259.31334136812,,71.911,7.399,5.89
jamaica,2018,5578.10346083169,,71.793,5.47,5.89
jamaica,2019,5607.24300668501,,71.767,4.987,5.88980007171631
jamaica,2020,4879.44024631319,,71.869,6.501,6.309
jamaica,2021,5165.33780988607,,70.5,5.188,5.85
jamaica,2022,6022.15341099999,10.9498100280762,70.629,4.083,5.703
jamaica,2023,6839.72503886968,,,4.4,5.842
japan,2015,34960.6393843385,,83.7939024390244,3.385,5.921
japan,2016,39375.4731620781,,83.9848780487805,3.132,5.92
japan,2017,38834.0529341227,,84.099756097561,2.822,5.915
japan,2018,39751.1330982711,,84.2109756097561,2.467,5.886
japan,2019,40415.9567649547,,84.3563414634146,2.351,5.87080001831055
japan,2020,40040.7655055923,25.5400009155273,84.56,2.809,5.94
japan,2021,40058.5373276179,,84.4456097560976,2.828,6.039
japan,2022,34017.2718075024,,83.9963414634146,2.6,6.129
japan,2023,33766.5268253808,,,2.6,6.06
jordan,2015,4042.75678097555,,75.011,13.075,5.303
jordan,2016,3986.71677010853,,75.215,15.275,5.336
jordan,2017,4065.61628749384,20.9268398284912,75.502,18.12,5.161
jordan,2018,4145.43989673265,,75.774,18.257,4.906
jordan,2019,4170.1144003465,,76.044,16.801,4.63339996337891
jordan,2020,4022.0401356135,,75.184,19.213,4.395
jordan,2021,4183.49998326866,,74.256,19.837,4.152
jordan,2022,4332.25159897931,,74.215,18.2,4.12
jordan,2023,4455.50540514568,,,17.969,4.186
kazakhstan,2015,10196.1226255982,27.8106708526611,71.97,4.93,5.919
kazakhstan,2016,7475.56688689424,,72.41,4.96,5.819
kazakhstan,2017,8943.08416791984,,72.95,4.9,5.79
kazakhstan,2018,9472.48527327758,34.0800018310547,73.15,4.85,5.809
kazakhstan,2019,9457.12614657136,37.6751594543457,73.18,4.8,6.05789995193481
kazakhstan,2020,8781.50797787648,,71.37,4.89,6.152
kazakhstan,2021,9983.60103576902,,70.23,5.546,6.234
kazakhstan,2022,11255.3396437881,,74.44,4.86,6.144
kazakhstan,2023,12918.8661346014,,,4.821,6.188
kenya,2015,1489.11959777284,,61.892,2.762,4.356
kenya,2016,1554.12610314423,,62.163,2.757,4.553
kenya,2017,1667.48447230835,,62.481,3.541,4.41
kenya,2018,1836.45275528993,,62.676,4.284,4.509
kenya,2019,1960.40808854893,4.80908012390137,62.943,5.014,4.58300018310547
kenya,2020,1927.66459027849,3.74181008338928,62.675,5.619,4.607
kenya,2021,2061.35622089594,5.67963123321533,61.427,5.693,4.543
kenya,2022,2109.56288513137,6.09258985519409,62.055,5.707,4.487
kenya,2023,1952.30457929636,,,5.567,4.47
"korea, rep.",2015,28737.4391706499,28.6800003051758,82.0243902439024,3.546,5.835
"korea, rep.",2016,29280.4403170048,31.7693634033203,82.2756097560976,3.65,5.838
"korea, rep.",2017,31600.7358741365,32.154483795166,82.6268292682927,3.653,5.875
"korea, rep.",2018,33447.1562836166,33.0220794677734,82.6268292682927,3.824,5.895
"korea, rep.",2019,31902.4169048194,33.6001853942871,83.2268292682927,3.746,5.87239980697632
"korea, rep.",2020,31721.2989141857,33.8704376220703,83.4268292682927,3.931,5.845
"korea, rep.",2021,35125.5224984723,34.2422485351562,83.5268292682927,3.639,5.935
"korea, rep.",2022,32394.6833725203,34.5359725952148,82.6804878048781,2.857,5.951
"korea, rep.",2023,33121.3712885508,35.6374397277832,,2.675,6.058
kuwait,2015,29882.2126867068,9.59000015258789,79.562,2.2,6.239
kuwait,2016,27323.6890643847,,79.701,2.16,6.105
kuwait,2017,29047.6535822842,10.6700000762939,79.781,2.227,6.083
kuwait,2018,32067.9623689512,11.1199998855591,79.722,2.204,6.021
kuwait,2019,31707.8737464917,,79.685,2.251,6.10209989547729
kuwait,2020,25236.0755520534,,76.92,3.557,6.106
kuwait,2021,34043.542153557,,78.673,3.002,6.106
kuwait,2023,33729.7985494456,,,2.127,6.951
kyrgyz republic,2015,1105.65202996955,0.0,70.6512195121951,3.338,5.185
kyrgyz republic,2016,1103.27498361324,0.0,70.9512195121951,3.474,5.004
kyrgyz republic,2017,1221.39056490366,0.0,71.2,3.57,5.131
kyrgyz republic,2018,1283.52040333083,24.2648506164551,71.4,3.67,5.261
kyrgyz republic,2019,1421.99927504102,,71.6,4.295,5.54150009155273
kyrgyz republic,2020,1229.51775742135,,71.8,4.63,5.744
kyrgyz republic,2021,1349.99730650542,,71.9,4.096,5.828
kyrgyz republic,2022,1739.72030814894,,72.0487804878049,4.043,5.825
kyrgyz republic,2023,1970.15780961839,,,3.991,5.714
lao pdr,2015,2121.01339097363,,66.67,2.494,4.876
lao pdr,2017,2432.43059478511,5.15476989746094,67.434,3.268,4.623
lao pdr,2018,2545.1075420815,,67.634,2.9,4.796
lao pdr,2019,2589.32081035237,,68.138,2.537,4.88859987258911
lao pdr,2020,2583.77730696131,,68.497,2.361,5.03
lao pdr,2021,2526.05105018529,,68.061,2.066,5.14
lao pdr,2022,2046.40440255621,5.19384670257568,68.999,1.209,5.111
lao pdr,2023,2066.94979776957,,,1.188,5.139
latvia,2015,13321.9753140616,27.7000007629395,74.4804878048781,9.873,5.56
latvia,2016,13838.5266823272,29.1100006103516,74.580487804878,9.643,5.85
latvia,2017,15132.4958333982,29.2247142791748,74.6292682926829,8.715,5.933
latvia,2018,17252.1710428626,30.0300006866455,74.7829268292683,7.412,5.94
latvia,2019,17294.9751600969,30.9400005340576,75.3878048780488,6.312,5.94999980926514
latvia,2020,17564.2321549354,32.7584533691406,75.1853658536585,8.098,6.032
latvia,2021,20262.8433862451,31.4416408538818,72.9804878048781,7.513,6.18
latvia,2022,20229.4613617326,31.9501533508301,74.580487804878,6.815,6.213
latvia,2023,22502.8429938094,,75.9,6.465,6.234
lebanon,2015,7714.1099998804,,79.229,9.306,5.129
lebanon,2016,8089.012088155,,79.505,9.786,5.225
lebanon,2017,8608.21084982387,,79.654,10.251,5.199
lebanon,2018,9174.53666204759,33.2799987792969,79.729,10.745,5.197
lebanon,2019,8905.88005497437,22.1418571472168,79.236,11.301,4.77150011062622
lebanon,2020,5561.19166950397,,77.804,13.284,4.584
lebanon,2021,4045.37391066234,,75.047,12.669,2.955
lebanon,2022,3654.35845534878,,74.416,11.6,2.392
lebanon,2023,,,,11.543,2.707
lesotho,2016,992.491840678465,,52.264,16.17,3.808
lesotho,2017,1069.36673247542,,53.064,16.401,3.808
lesotho,2018,1170.65569702819,3.93763995170593,53.733,16.625,3.802
lesotho,2019,1082.05706777516,5.61074018478394,54.173,16.876,3.6528000831604
lesotho,2020,918.582577421982,,54.693,18.399,3.512
lesotho,2021,1066.58645143823,,53.062,18.23,3.512
lesotho,2023,916.282979328622,,,16.457,3.186
liberia,2015,692.590082351257,,59.148,2.557,3.622
liberia,2016,714.613063145659,3.66464829444885,60.416,3.081,3.533
liberia,2017,699.269095727404,3.39418649673462,60.553,3.066,3.495
liberia,2018,692.203127129794,,60.853,3.056,3.975
liberia,2019,658.164180770507,5.0644998550415,61.104,3.068,4.55789995193481
liberia,2020,616.787867006715,,60.948,4.109,4.625
liberia,2021,667.96610514319,,60.747,3.845,5.122
liberia,2022,744.617175237387,,61.1,2.977,4.042
liberia,2023,771.887142089677,,,2.933,4.269
lithuania,2015,14300.2553666736,33.0999984741211,74.3219512195122,9.12,5.813
lithuania,2016,14981.6208126311,33.939998626709,74.6707317073171,7.862,5.902
lithuania,2017,16884.7100319318,34.5400009155273,75.4804878048781,7.073,5.952
lithuania,2018,19368.5391045353,35.9517211914062,75.6804878048781,6.147,6.149
lithuania,2019,19727.7607453736,37.3273239135742,76.2829268292683,6.255,6.21549987792969
lithuania,2020,20541.824988603,38.0999984741211,74.9780487804878,8.487,6.255
lithuania,2021,23934.728489916,40.1166534423828,74.0365853658537,7.112,6.446
lithuania,2022,25085.784063499,41.4149131774902,75.7926829268293,5.955,6.763
lithuania,2023,27786.0057829276,,77.3,6.841,6.818
luxembourg,2015,105462.012584423,30.5501194000244,82.2926829268293,6.796,6.871
luxembourg,2016,106899.293549552,34.5298538208008,82.6853658536585,6.669,6.863
luxembourg,2017,110193.213797228,32.731559753418,82.0951219512195,5.523,6.91
luxembourg,2018,116786.511654677,35.6957473754883,82.2951219512195,5.589,7.09
luxembourg,2019,112726.439672814,37.9993743896484,82.6390243902439,5.592,7.23750019073486
luxembourg,2020,116905.370396853,38.1812858581543,82.1439024390244,6.766,7.324
luxembourg,2021,133711.794435985,41.7206802368164,82.5975609756098,5.571,7.404
luxembourg,2022,125006.021815486,42.3309173583984,83.0463414634146,4.588,7.228
luxembourg,2023,128678.189942826,,83.4,5.184,7.122
madagascar,2015,445.320069480568,2.6768274307251,64.339,1.785,3.695
madagascar,2016,453.970714522463,,64.997,1.947,3.644
madagascar,2017,491.866848718929,,65.094,2.119,3.774
madagascar,2018,500.45718552916,2.75999999046326,65.27,2.297,3.933
madagascar,2019,499.818837622534,,65.882,2.469,4.16559982299805
madagascar,2020,450.771615201509,,65.182,3.284,4.208
madagascar,2021,490.206238571448,2.92739009857178,64.485,3.487,4.339
madagascar,2022,497.242514792961,,65.23,3.186,4.019
madagascar,2023,506.159368687808,,,3.069,4.228
malawi,2015,539.605363240686,1.37791001796722,61.378,4.954,4.156
malawi,2016,450.506105510719,,62.209,5.007,3.97
malawi,2017,495.769683367165,0.872150123119354,62.977,5.039,3.587
malawi,2018,533.203173686705,,63.276,5.014,3.41
malawi,2019,580.889816066776,,64.119,4.966,3.53800010681152
malawi,2020,602.507478176106,1.32095003128052,63.717,5.728,3.6
malawi,2021,617.447520802454,,62.904,5.662,3.75
malawi,2022,604.269751184515,,62.898,5.037,3.495
malawi,2023,602.343619809252,,,5.033,3.421
malaysia,2015,9648.6797937523,,75.094,3.1,6.005
malaysia,2016,9476.53409809923,11.3100004196167,75.289,3.44,6.084
malaysia,2017,9862.54806612235,13.0671644210815,75.476,3.41,6.322
malaysia,2018,10901.8019954421,13.2122898101807,75.644,3.3,5.339
malaysia,2019,10920.191763972,12.3900003433228,75.76,3.26,5.38430023193359
malaysia,2020,9957.52626697613,14.0993814468384,75.938,4.54,5.384
malaysia,2021,10903.1116425938,16.4668369293213,74.884,4.64,5.711
malaysia,2022,11748.0919307944,14.5600004196167,76.26,3.93,6.012
malaysia,2023,11379.0861000632,,,3.869,5.975
maldives,2019,11740.2724029785,10.9565267562866,80.116,4.562,5.1975998878479
maldives,2020,7393.8886543933,,79.875,5.434,5.198
mali,2015,704.821646439506,2.65171003341675,58.363,1.401,4.073
mali,2016,730.85493818079,1.54111206531525,58.731,1.367,4.19
mali,2017,775.536492065709,1.63739514350891,59.132,1.494,4.447
mali,2018,835.086710561793,3.12717008590698,59.393,1.62,4.39
mali,2019,820.197390833912,3.09232997894287,59.664,3.29,4.72930002212524
mali,2020,804.343956745857,1.55999994277954,58.633,3.528,4.723
mali,2021,862.467400106111,,58.941,3.966,4.479
mali,2022,813.965034073188,3.81480407714844,59.417,2.387,4.198
mali,2023,869.270234286992,,,2.956,4.232
malta,2015,25481.8977555627,13.2799997329712,81.8975609756097,5.389,6.488
malta,2016,26409.6285858968,13.4899997711182,82.4536585365854,4.687,6.527
malta,2017,30259.3952629768,16.7203636169434,82.3463414634146,4.002,6.627
malta,2018,33332.1905601302,18.4200000762939,82.4487804878049,3.658,6.726
malta,2019,32412.2697818499,20.4621734619141,82.8585365853659,3.616,6.77279996871948
malta,2020,31796.8213417258,21.8400001525879,82.3487804878049,4.347,6.602
malta,2021,38027.3801730893,22.5654582977295,82.5073170731707,3.394,6.447
malta,2022,36142.2058531852,22.6174163818359,82.7,2.921,6.3
malta,2023,40395.7692064458,,,3.11,6.346
mauritania,2015,1554.94897871782,5.16966009140015,64.485,10.108,4.201
mauritania,2016,1565.76575722696,,64.768,10.283,4.292
mauritania,2017,1615.00401327323,4.71308898925781,65.083,10.336,4.356
mauritania,2018,1722.93528854073,,65.31,10.407,4.49
mauritania,2019,1767.072710621,2.92197418212891,65.687,10.416,4.37459993362427
mauritania,2020,1795.76459566714,,64.532,11.054,4.227
mauritania,2021,1947.78918383313,,64.364,11.144,4.153
mauritania,2022,1960.35240077424,,64.691,10.531,4.724
mauritania,2023,2120.82320358953,,,10.446,4.505
mauritius,2015,9507.87133656424,8.40093040466309,74.3531707317073,7.41,5.648
mauritius,2016,9965.72531085228,7.71900320053101,74.3948780487805,6.814,5.629
mauritius,2017,10841.6847754844,8.26654052734375,74.5146341463415,6.752,5.891
mauritius,2018,11643.4605962124,9.33039283752441,74.4163414634146,6.426,5.888
mauritius,2019,11403.2527870674,9.4877872467041,74.2358536585366,6.331,6.10129976272583
mauritius,2020,9011.04288445023,11.9311513900757,74.1770731707317,8.626,6.049
mauritius,2021,9068.97300226707,0.0,73.680243902439,7.719,6.071
mauritius,2022,10239.7970461095,,73.5146341463415,6.322,5.902
mauritius,2023,11613.0441587588,,,5.571,5.816
mexico,2015,10021.2386118827,14.7799997329712,74.682,4.311,6.778
mexico,2016,9097.92397674769,14.710000038147,74.412,3.853,6.578
mexico,2017,9649.27816772402,15.3699998855591,74.138,3.419,6.488
mexico,2018,10084.7937562021,16.0200004577637,74.015,3.275,6.595
mexico,2019,10369.5553568761,,74.202,3.477,6.46500015258789
mexico,2020,8841.27075003163,17.1299991607666,70.133,4.44,6.317
mexico,2021,10314.0506741437,,70.213,4.019,6.128
mexico,2022,11385.4070757929,,74.832,3.256,6.33
mexico,2023,13790.0243428344,,75.3,2.765,6.678
moldova,2015,2749.55137054338,19.3700008392334,69.24,1.742,5.897
moldova,2016,2847.08794770479,18.8268280029297,69.917,1.557,5.838
moldova,2017,3453.26727720294,18.9358177185059,70.516,1.586,5.64
moldova,2018,4156.44981956646,20.1200008392334,70.492,1.196,5.529
moldova,2019,4405.33418162155,20.0499992370605,70.935,1.466,5.60750007629395
moldova,2020,4375.7788930524,20.1900005340576,70.166,1.186,5.766
moldova,2021,5274.60582195352,20.4300003051758,68.846,0.785,5.857
moldova,2022,5738.42473515618,20.3899993896484,68.621,0.897,5.819
moldova,2023,6729.41286813969,20.9641456604004,,1.555,5.816
mongolia,2015,3838.92126989984,29.1100387573242,69.498,4.861,4.907
mongolia,2016,3619.90026383792,29.1731624603271,69.865,7.235,4.955
mongolia,2017,3645.96708669551,29.9934101104736,70.237,6.359,5.125
mongolia,2018,4107.64288528468,29.282169342041,71.199,5.377,5.285
mongolia,2019,4347.54610314873,31.90478515625,71.822,9.269,5.45620012283325
mongolia,2020,4001.25193077703,32.5999984741211,72.141,6.594,5.677
mongolia,2021,4517.61578018785,32.8566627502441,70.975,7.747,5.761
mongolia,2022,4993.51487463495,31.6441268920898,72.667,6.211,5.84
mongolia,2023,5838.63108083902,31.7103157043457,,5.503,5.696
montenegro,2015,6517.19267514764,16.9737663269043,76.4487804878049,17.555,5.161
montenegro,2016,7033.43962398373,19.2003726959229,76.4414634146341,17.732,5.237
montenegro,2017,7803.35824465203,19.3194942474365,76.4853658536585,16.082,5.347
montenegro,2018,8850.3749248372,21.4508209228516,76.8414634146342,15.19,5.523
montenegro,2019,8909.6538759126,19.7658882141113,76.6829268292683,15.128,5.54610013961792
montenegro,2020,7677.37132106817,19.5769786834717,75.9317073170732,17.878,5.581
montenegro,2021,9465.96153027794,59.2587928771973,73.8243902439024,16.543,5.547
montenegro,2022,10093.4387007266,61.090518951416,76.1878048780488,14.851,5.722
montenegro,2023,12221.4775546967,,,14.621,5.707
mozambique,2016,441.489734819071,,59.038,3.457,4.55
mozambique,2017,470.93856305196,1.83000004291534,59.771,3.539,4.417
mozambique,2018,517.507260258101,,60.526,3.604,4.466
mozambique,2019,519.09255091362,,61.166,3.646,4.62360000610352
mozambique,2020,462.433876479921,3.3199999332428,61.172,3.921,4.794
mozambique,2021,509.907829475551,,59.325,4.053,5.048
mozambique,2022,578.251663751351,3.0377299785614,59.625,3.596,4.954
mozambique,2023,622.985619320596,,,3.519,5.216
myanmar,2015,1166.73305546288,,65.561,0.766,4.395
myanmar,2016,1229.19713515893,,65.685,1.058,4.545
myanmar,2017,1272.82241830603,6.76923608779907,65.843,1.356,4.308
myanmar,2018,1298.21310320785,7.42544794082642,66.465,0.767,4.36
myanmar,2019,1425.98954211903,9.35000038146973,66.61,0.407,4.30800008773804
myanmar,2020,1490.21683548367,12.3559694290161,66.797,1.476,4.426
myanmar,2021,1242.72134419599,,65.672,4.34,4.394
myanmar,2022,1158.05005034332,,67.256,3.057,4.372
myanmar,2023,1233.19666209269,,,3.032,4.354
namibia,2015,4774.10650865775,,60.7,20.808,4.574
namibia,2016,4395.68776162376,9.27557563781738,61.682,23.352,4.574
namibia,2017,5143.96072323076,,62.293,21.733,4.441
namibia,2018,5308.60813408705,,62.586,19.877,4.639
namibia,2019,4731.9210318831,,63.075,19.921,4.57110023498535
namibia,2020,3878.58982993966,,62.829,21.004,4.574
namibia,2021,4412.8355693052,,59.269,20.922,4.459
namibia,2022,4349.04532248966,,58.059,19.695,4.631
namibia,2023,4168.28521087347,,,19.365,4.832
nepal,2015,875.543635474862,,67.456,10.644,4.793
nepal,2016,877.256454696737,,68.776,10.742,4.962
nepal,2017,1034.28374906846,5.81882381439209,68.91,10.66,4.88
nepal,2018,1179.19843190389,,68.979,10.559,4.913
nepal,2019,1203.14294706401,,69.558,10.389,5.13719987869263
nepal,2020,1154.21517578318,,69.246,12.975,5.269
nepal,2021,1252.75076731986,,68.45,12.186,5.377
nepal,2022,1385.91066275016,,70.484,10.844,5.36
nepal,2023,1377.62603571292,,,10.628,5.158
netherlands,2015,45793.8135434697,28.8700008392334,81.509756097561,6.872,7.339
netherlands,2016,46808.5291492503,29.4099998474121,81.5609756097561,6.007,7.377
netherlands,2017,49513.6817346384,30.2854919433594,81.7609756097561,4.837,7.441
netherlands,2018,53955.0770024266,31.0900001525879,81.8121951219512,3.832,7.488
